0.7814905777570105, 0.6884044014154742, 0.5833835738992195, 0.4502789348620142, 0.3135455783553387, 0.17217603382548186, 0.028793827533349692, -0.12233587280708247, -0.25615071386643307, -0.39136653931153365
0.6884044014154742, 0.5833835738992195, 0.4502789348620142, 0.3135455783553387, 0.17217603382548186, 0.028793827533349692, -0.12233587280708247, -0.25615071386643307, -0.39136653931153365, -0.5355527248281285
0.5833835738992195, 0.4502789348620142, 0.3135455783553387, 0.17217603382548186, 0.028793827533349692, -0.12233587280708247, -0.25615071386643307, -0.39136653931153365, -0.5355527248281285, -0.693889596854657
0.4502789348620142, 0.3135455783553387, 0.17217603382548186, 0.028793827533349692, -0.12233587280708247, -0.25615071386643307, -0.39136653931153365, -0.5355527248281285, -0.693889596854657, -0.7922013454642449
0.3135455783553387, 0.17217603382548186, 0.028793827533349692, -0.12233587280708247, -0.25615071386643307, -0.39136653931153365, -0.5355527248281285, -0.693889596854657, -0.7922013454642449, -0.8714943346274298
0.17217603382548186, 0.028793827533349692, -0.12233587280708247, -0.25615071386643307, -0.39136653931153365, -0.5355527248281285, -0.693889596854657, -0.7922013454642449, -0.8714943346274298, -0.9301114305189233
0.028793827533349692, -0.12233587280708247, -0.25615071386643307, -0.39136653931153365, -0.5355527248281285, -0.693889596854657, -0.7922013454642449, -0.8714943346274298, -0.9301114305189233, -0.9697566902765024
-0.12233587280708247, -0.25615071386643307, -0.39136653931153365, -0.5355527248281285, -0.693889596854657, -0.7922013454642449, -0.8714943346274298, -0.9301114305189233, -0.9697566902765024, -0.9837225498621942
-0.25615071386643307, -0.39136653931153365, -0.5355527248281285, -0.693889596854657, -0.7922013454642449, -0.8714943346274298, -0.9301114305189233, -0.9697566902765024, -0.9837225498621942, -0.9823444862638185
-0.39136653931153365, -0.5355527248281285, -0.693889596854657, -0.7922013454642449, -0.8714943346274298, -0.9301114305189233, -0.9697566902765024, -0.9837225498621942, -0.9823444862638185, -0.9709124855525593
-0.5355527248281285, -0.693889596854657, -0.7922013454642449, -0.8714943346274298, -0.9301114305189233, -0.9697566902765024, -0.9837225498621942, -0.9823444862638185, -0.9709124855525593, -0.9606733248377449
-0.8714943346274298, -0.9301114305189233, -0.9697566902765024, -0.9837225498621942, -0.9823444862638185, -0.9709124855525593, -0.9606733248377449, -0.9511676495865812, -0.9363769275602852, -0.9199093145244939
-0.9301114305189233, -0.9697566902765024, -0.9837225498621942, -0.9823444862638185, -0.9709124855525593, -0.9606733248377449, -0.9511676495865812, -0.9363769275602852, -0.9199093145244939, -0.9057483527447676
-0.9697566902765024, -0.9837225498621942, -0.9823444862638185, -0.9709124855525593, -0.9606733248377449, -0.9511676495865812, -0.9363769275602852, -0.9199093145244939, -0.9057483527447676, -0.8829831372432811
-0.9837225498621942, -0.9823444862638185, -0.9709124855525593, -0.9606733248377449, -0.9511676495865812, -0.9363769275602852, -0.9199093145244939, -0.9057483527447676, -0.8829831372432811, -0.8435601458080193
-0.9823444862638185, -0.9709124855525593, -0.9606733248377449, -0.9511676495865812, -0.9363769275602852, -0.9199093145244939, -0.9057483527447676, -0.8829831372432811, -0.8435601458080193, -0.7614863329678256
-0.9709124855525593, -0.9606733248377449, -0.9511676495865812, -0.9363769275602852, -0.9199093145244939, -0.9057483527447676, -0.8829831372432811, -0.8435601458080193, -0.7614863329678256, -0.6587637929842248
